exit_status,runid,read_id,filename,barcode,accuracy,identity,model,name,start,end,coverage,URL,categories,seq_id,seq_len,taxon,taxon_id,cluster_id
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,c55fc1b5-984c-4188-b5e3-bd21539d609c,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,95.06,99.05,protein homolog model,SHV-31,0,542,62.95,https://card.mcmaster.ca/ontology/37469,beta-lactam resistance gene. antibiotic inactivation enzyme,2117,861,Klebsiella pneumoniae,573,439
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,25731a57-f8a3-4376-87f5-3e45db5cda7d,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,93.02,98.91,protein homolog model,OXA-48,321,799,59.825,https://card.mcmaster.ca/ontology/38182,beta-lactam resistance gene. antibiotic inactivation enzyme,842,799,Klebsiella pneumoniae,573,564
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,67a68311-f99b-44c6-a299-366196d88e01,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,83.79,93.52,protein homolog model,CTX-M-101,0,877,100,https://card.mcmaster.ca/ontology/38360,beta-lactam resistance gene. antibiotic inactivation enzyme,45,877,Escherichia coli,562,461
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,494c944a-f97e-47e8-a0e1-fd447125e75f,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,87.7,91.14,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,0,4030,100,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e618d3b3-97c7-4624-9f52-7496565ed18b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,92.51,95.87,protein homolog model,FosA5,0,420,100,https://card.mcmaster.ca/ontology/39793,antibiotic inactivation enzyme. fosfomycin resistance gene,1283,420,Escherichia coli,562,818
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,39cd63da-20df-4bb5-ba71-bc97f52369dc,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,85.44,87.13,protein knockout model,Klebsiella OmpK36 conferring resistance to beta-lactam,178,280,9.239,https://card.mcmaster.ca/ontology/40739,gene conferring resistance via absence. gene modulating permeability to antibiotic,2169,1104,Klebsiella pneumoniae subsp. pneumoniae HS11286,1125630,324
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,d8add6e9-ce95-4d6c-82f1-5cc90c13db30,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,93.23,97.57,protein homolog model,TEM-4,0,1059,99.811,https://card.mcmaster.ca/ontology/37256,beta-lactam resistance gene. antibiotic inactivation enzyme,1172,1061,Klebsiella pneumoniae,573,339
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,ab6eb212-6ac4-4e36-90da-be5d8c27952e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,72.93,81.06,protein homolog model,arnA,134,514,19.105,https://card.mcmaster.ca/ontology/39419,gene altering cell wall charge conferring antibiotic resistance. polymyxin resistance gene,415,1989,Pseudomonas aeruginosa PAO1,208964,93
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e8f2adeb-61e9-42fe-99f1-c635c438b81a,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,75.09,79.6,protein homolog model,mdtK,9,1353,94.316,https://card.mcmaster.ca/ontology/37726,efflux pump conferring antibiotic resistance,472,1425,Salmonella enterica subsp. enterica serovar Typhimurium,90371,183
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,89234056-16da-41f6-b290-26e77739c768,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,95.53,98.81,protein homolog model,armA,0,774,100,https://card.mcmaster.ca/ontology/37238,aminoglycoside resistance gene. antibiotic target modifying enzyme,222,774,Pseudomonas aeruginosa,287,585
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,3a1d839d-ecda-4667-a7b3-cb046040a0d8,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,81.6,84.7,protein homolog model,patA,0,1375,99.638,https://card.mcmaster.ca/ontology/36033,efflux pump conferring antibiotic resistance,1029,1380,Escherichia coli str. K-12 substr. MG1655,511145,199
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,823d6a1a-335a-4a56-a815-e1fb1ef81223,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,76.85,82.47,protein variant model,Escherichia coli mutant UhpT conferring resistance to fosfomycin,18,1367,96.911,https://card.mcmaster.ca/ontology/40592,fosfomycin resistance gene. antibiotic resistant gene variant or mutant,2183,1392,Escherichia coli str. K-12 substr. MC4100,1403831,196
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,aabb0c50-fc2c-460f-b411-ecff371fada7,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,91.05,95.92,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,0,1544,100,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,04fef398-f8fc-47a5-bc72-9fc8fce15148,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_1.fastq,barcode04,82.62,86.65,protein variant model,Salmonella enterica gyrA conferring resistance to fluoroquinolones,11,2637,99.583,https://card.mcmaster.ca/ontology/40635,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2277,2637,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,54
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,518c68ae-6eee-4bd7-86fa-8320020e750e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,82.79,85.73,protein homolog model,acrB,0,3099,98.443,https://card.mcmaster.ca/ontology/36355,efflux pump conferring antibiotic resistance,1725,3148,Enterobacter cloacae,550,27
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,88ddc7c5-d87d-4946-aaa3-703c523d0d58,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,78.11,81.71,protein homolog model,mfd,10,3447,99.71,https://card.mcmaster.ca/ontology/40538,fluoroquinolone resistance gene. antibiotic target protection protein,1528,3447,Escherichia coli str. K-12 substr. MG1655,511145,9
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,2a861713-c019-4347-9091-3532e761f4a1,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,96.55,98.11,protein knockout model,Klebsiella OmpK35 conferring resistance to beta-lactam,308,682,54.678,https://card.mcmaster.ca/ontology/40737,gene conferring resistance via absence. gene modulating permeability to antibiotic,2171,684,Klebsiella pneumoniae subsp. pneumoniae HS11286,1125630,659
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,9e4d5092-ac5f-4bd6-a237-5a0c75e8f963,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,94.18,97.65,protein homolog model,fyuA,8,2017,99.357,https://card.mcmaster.ca/ontology/40524,aminoglycoside resistance gene. tetracycline resistance gene,423,2022,Escherichia coli,562,88
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,bc0c9caa-5f01-4ef3-881d-7f9de1ab29cc,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,74.94,79.28,protein homolog model,emrA,186,1043,82.943,https://card.mcmaster.ca/ontology/36036,efflux pump conferring antibiotic resistance,61,1174,Escherichia coli str. K-12 substr. W3110,316407,284
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,bf9eff2c-416b-4454-aa7d-e4ab9ae7f2d3,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,92.68,97.36,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin,684,1542,55.642,https://card.mcmaster.ca/ontology/39956,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2324,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,0fe97bf4-b6e2-4664-8b72-e396b5b021ce,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,79.87,84.99,protein homolog model,acrB,0,3099,98.443,https://card.mcmaster.ca/ontology/36355,efflux pump conferring antibiotic resistance,1725,3148,Enterobacter cloacae,550,27
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,cca39cbc-d979-4405-a6f6-3ee5f004afb4,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,91.54,96.23,protein homolog model,TEM-4,292,1061,72.479,https://card.mcmaster.ca/ontology/37256,beta-lactam resistance gene. antibiotic inactivation enzyme,1172,1061,Klebsiella pneumoniae,573,339
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,ea48fe02-9e2c-4f19-90a1-6cd87fca0c13,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,94.74,98.21,protein homolog model,msrE,0,1477,100,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,c370830c-afe5-45c2-936e-fae84d8acfbc,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,91.47,95.89,protein homolog model,FosA5,0,420,100,https://card.mcmaster.ca/ontology/39793,antibiotic inactivation enzyme. fosfomycin resistance gene,1283,420,Escherichia coli,562,818
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,77be0334-8864-4e59-a593-7403cfb6462b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,78.16,81.92,protein homolog model,mdtB,0,3121,99.904,https://card.mcmaster.ca/ontology/37173,efflux pump conferring antibiotic resistance,1863,3124,Escherichia coli str. K-12 substr. MG1655,511145,33
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,83c06c54-223c-47d0-a40d-ad34032c5d63,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,91.66,95.01,protein variant model,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,0,1230,100,https://card.mcmaster.ca/ontology/39953,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2259,1230,Escherichia coli CFT073,199310,242
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,5f1f3ff3-c3b9-423d-a90c-cc7ec69a0004,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,94.06,96.29,protein knockout model,Klebsiella OmpK35 conferring resistance to beta-lactam,1,682,99.561,https://card.mcmaster.ca/ontology/40737,gene conferring resistance via absence. gene modulating permeability to antibiotic,2171,684,Klebsiella pneumoniae subsp. pneumoniae HS11286,1125630,659
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,8683eb14-1063-464e-9a2f-8f5110d1d8f3,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,78.3,81.55,protein homolog model,mfd,10,3447,99.71,https://card.mcmaster.ca/ontology/40538,fluoroquinolone resistance gene. antibiotic target protection protein,1528,3447,Escherichia coli str. K-12 substr. MG1655,511145,9
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,587c60a4-f0a1-4dad-9d05-5cfba04d219b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,98.08,99.51,protein homolog model,AAC(6')-Ib7,0,208,21.224,https://card.mcmaster.ca/ontology/38978,aminoglycoside resistance gene. antibiotic inactivation enzyme,928,980,Salmonella enterica subsp. enterica serovar Corvallis,593905,3
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,d6e60a0a-0325-4f79-90e8-9615a0ae80f4,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,96.24,99.17,protein homolog model,msrE,0,1477,100,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,a43cb0f6-e7de-4d3e-bda6-4fe2fe5c4d60,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,94.08,97.95,protein variant model,Klebsiella mutant PhoP conferring antibiotic resistance to colistin,0,151,22.47,https://card.mcmaster.ca/ontology/40195,gene altering cell wall charge conferring antibiotic resistance. gene modulating antibiotic efflux. antibiotic resistant gene variant or mutant. polymyxin resistance gene. efflux pump conferring antibiotic resistance,2180,672,Klebsiella pneumoniae,573,665
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,9b546ca6-fbdc-40ec-ba29-2932eaea047a,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,76.88,82.03,protein variant model,Escherichia coli mutant murA conferring resistance to fosfomycin,0,1260,100,https://card.mcmaster.ca/ontology/40451,fosfomycin resistance gene. antibiotic resistant gene variant or mutant,2220,1260,Escherichia coli ATCC 25922,1322345,226
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,59e9c787-4c43-445d-87a0-6280424667e8,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,94.12,96.97,protein homolog model,armA,0,100,24.574,https://card.mcmaster.ca/ontology/37238,aminoglycoside resistance gene. antibiotic target modifying enzyme,222,774,Pseudomonas aeruginosa,287,585
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,168ecead-6ee4-46f3-a277-4a81d3c67000,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,91.42,96.38,protein homolog model,vgaC,0,227,98.268,https://card.mcmaster.ca/ontology/39265,efflux pump conferring antibiotic resistance,2151,231,Enterobacter cloacae,550,852
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,40179b87-2fe9-4ef5-9109-5f82978a93e5,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode04,94.46,96.81,protein homolog model,fyuA,339,1074,86.858,https://card.mcmaster.ca/ontology/40524,aminoglycoside resistance gene. tetracycline resistance gene,423,2022,Escherichia coli,562,88
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,2edc4e34-204f-4ee3-89c6-3fe5d980469d,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,92.48,97.31,protein knockout model,Klebsiella OmpK35 conferring resistance to beta-lactam,0,682,99.708,https://card.mcmaster.ca/ontology/40737,gene conferring resistance via absence. gene modulating permeability to antibiotic,2171,684,Klebsiella pneumoniae subsp. pneumoniae HS11286,1125630,659
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,9309d480-d712-4fe1-b6aa-249256a254c6,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,91.39,95.92,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,0,1544,100,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,7426b1f3-b268-4d82-973e-fda7b37ab55a,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,93.96,97.4,protein homolog model,TEM-4,0,1061,100,https://card.mcmaster.ca/ontology/37256,beta-lactam resistance gene. antibiotic inactivation enzyme,1172,1061,Klebsiella pneumoniae,573,339
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e21f4890-9bdc-4ee3-91e2-a5f9bd8fec88,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,77.51,81.41,protein homolog model,bacA,4,823,99.514,https://card.mcmaster.ca/ontology/39420,gene conferring antibiotic resistance via molecular bypass. peptide antibiotic resistance gene,12,823,Escherichia coli str. K-12 substr. MG1655,511145,530
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,101df33f-fbff-4e4a-b59a-66ed737d3e35,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,84.9,94.95,protein homolog model,msrE,406,1477,72.512,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,bd0d63a7-f535-4ee3-9e7a-a86a68134814,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,94.14,97.13,protein homolog model,QnrB1,0,680,99.853,https://card.mcmaster.ca/ontology/39148,fluoroquinolone resistance gene. antibiotic target protection protein,466,681,Klebsiella pneumoniae,573,660
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,83db8fc9-957b-4527-8039-844a9486d9f8,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,80.83,85.11,protein variant model,Escherichia coli mutant UhpT conferring resistance to fosfomycin,0,1367,98.204,https://card.mcmaster.ca/ontology/40592,fosfomycin resistance gene. antibiotic resistant gene variant or mutant,2183,1392,Escherichia coli str. K-12 substr. MC4100,1403831,196
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e76e38ec-5912-4835-879b-e7df2b5d9f99,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,92.89,96.73,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,0,1544,100,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,5ad90efa-b4c9-4662-880b-f82f493fc28c,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,89.34,92.38,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,0,4026,99.901,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,feface05-18bf-4447-a361-72883484b03a,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,77.92,81.57,protein homolog model,mfd,10,3447,99.71,https://card.mcmaster.ca/ontology/40538,fluoroquinolone resistance gene. antibiotic target protection protein,1528,3447,Escherichia coli str. K-12 substr. MG1655,511145,9
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,4f0866a8-970f-4fb4-81bb-d8e56dd587ed,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,91.91,95.56,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,0,1544,100,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,f976e5fd-4334-46cb-b72e-7b79ef81a0a2,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,85.51,88.1,protein variant model,Salmonella enterica gyrA conferring resistance to fluoroquinolones,11,2637,99.583,https://card.mcmaster.ca/ontology/40635,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2277,2637,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,54
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,59586c02-9642-4a4c-b4c0-db9edb56b915,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,95.04,98.07,protein homolog model,TEM-4,0,1055,99.434,https://card.mcmaster.ca/ontology/37256,beta-lactam resistance gene. antibiotic inactivation enzyme,1172,1061,Klebsiella pneumoniae,573,339
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,6522ec80-455e-419d-94c5-301f2ac1ae93,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,84.2,93.14,protein homolog model,dfrA14,0,476,98.347,https://card.mcmaster.ca/ontology/39293,trimethoprim resistance gene. antibiotic target replacement protein,654,484,Escherichia coli,562,781
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,bde3421c-9c19-4ef1-a49c-b99d3bd46ce7,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,97.45,99.05,protein homolog model,msrE,0,1477,100,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,85c0bf61-d963-4f7b-97f7-e1f525f3c1c7,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,85.21,87.86,protein homolog model,H-NS,10,406,95.422,https://card.mcmaster.ca/ontology/37020,gene modulating antibiotic efflux. efflux pump conferring antibiotic resistance,1445,415,Escherichia coli O157:H7 str. Sakai,386585,824
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,c519970f-5722-48d0-a9de-83ba02765ee2,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,89.97,96.36,protein homolog model,oqxB,2591,3153,17.824,https://card.mcmaster.ca/ontology/40632,efflux pump conferring antibiotic resistance,1443,3153,Escherichia coli,562,25
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,b1919384-63ac-4f69-9228-df8e8d5ac37f,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,94.84,98.06,protein homolog model,sul1,0,841,100,https://card.mcmaster.ca/ontology/36549,sulfonamide resistance gene. antibiotic target replacement protein,4,841,Vibrio fluvialis,676,505
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,56aa1037-10b3-478a-b55a-5f98f26d6416,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,78.72,82.56,protein variant model,Escherichia coli mutant GlpT conferring resistance to fosfomycin,33,1329,95.364,https://card.mcmaster.ca/ontology/40588,fosfomycin resistance gene. antibiotic resistant gene variant or mutant,2235,1359,Escherichia coli str. K-12 substr. MC4100,1403831,202
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,b95a22eb-9ac6-43dc-8d46-79eedeb1294d,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,83.05,86.69,protein homolog model,CRP,1,634,99.842,https://card.mcmaster.ca/ontology/36657,gene modulating antibiotic efflux. efflux pump conferring antibiotic resistance,732,634,Escherichia coli str. K-12 substr. W3110,316407,704
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,17a880d3-a3da-4912-b854-99c3f444d305,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,97.01,98.27,protein homolog model,vgaC,0,231,100,https://card.mcmaster.ca/ontology/39265,efflux pump conferring antibiotic resistance,2151,231,Enterobacter cloacae,550,852
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,6dc656a7-6f6f-4edd-a8c4-242ac39de969,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,84.65,89.8,protein variant model,Salmonella enterica gyrA conferring resistance to fluoroquinolones,1957,2637,34.213,https://card.mcmaster.ca/ontology/40635,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2277,2637,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,54
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,90a205fd-526e-452e-a309-5e538fb6cc33,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,88.86,96.07,protein homolog model,SHV-108,0,853,99.071,https://card.mcmaster.ca/ontology/37537,beta-lactam resistance gene. antibiotic inactivation enzyme,1861,861,Klebsiella pneumoniae,573,439
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,03856fb6-fe3a-4b3f-b9cc-845ecb66c6fb,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,85.88,89.46,protein variant model,Salmonella serovars gyrB conferring resistance to fluoroquinolone,0,2416,100,https://card.mcmaster.ca/ontology/39891,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2241,2416,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,69
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,8a74d804-5e23-4786-8738-287e5a51efec,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,80.21,85.02,protein homolog model,acrB,333,3099,87.865,https://card.mcmaster.ca/ontology/36355,efflux pump conferring antibiotic resistance,1725,3148,Enterobacter cloacae,550,27
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,d2b75ce1-2ac4-4ced-bea2-ee4df65799c1,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,79.19,82.34,protein homolog model,mdtC,0,3051,99.091,https://card.mcmaster.ca/ontology/37174,efflux pump conferring antibiotic resistance,1596,3079,Escherichia coli str. K-12 substr. MG1655,511145,41
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,9f882991-fc63-45d1-bd3b-ea1d3e0dc0af,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,77.43,81.66,protein homolog model,mdtB,0,2231,71.415,https://card.mcmaster.ca/ontology/37173,efflux pump conferring antibiotic resistance,1863,3124,Escherichia coli str. K-12 substr. MG1655,511145,33
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,448bff4c-45ec-4712-9190-011f9874432b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,77.66,81.36,protein homolog model,acrD,0,3114,99.968,https://card.mcmaster.ca/ontology/36630,efflux pump conferring antibiotic resistance,184,3115,Escherichia coli str. K-12 substr. W3110,316407,34
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,a2c09109-e03d-4d4d-a4ba-b9989cd5cc8f,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,79.61,84.26,protein variant model,Salmonella serovars parE conferring resistance to fluoroquinolones,0,1894,100,https://card.mcmaster.ca/ontology/39901,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2243,1894,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,109
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,0f698b8c-f783-4b1f-952d-2014695134b5,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,90.29,95.66,protein variant model,Klebsiella pneumoniae acrR mutant resulting in high level antibiotic resistance,6,651,98.926,https://card.mcmaster.ca/ontology/39957,gene modulating antibiotic efflux. antibiotic resistant gene variant or mutant. efflux pump conferring antibiotic resistance,2234,652,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620,687
